date,hour,occupied,start_available,price,occupied_start,comedy_event,concert,flights_cancelled,flights_cancelled_notice,large_event,national_holiday,school_holiday,show,sports,travel_disruption,travel_disruption_notice,weather,otb_today_hour,airport_open,last_hour
2014-10-05,19,8,89,70.0,216,0,0,0,0,0,0,1,0,0,0,0,0,35,1,0
2014-10-05,20,2,81,71.0,216,0,0,0,0,0,0,1,0,0,0,0,0,43,1,0
2014-10-05,21,7,79,75.0,216,0,0,0,0,0,0,1,0,0,0,0,0,45,0,0
2014-10-05,22,6,72,75.0,216,0,0,0,0,0,0,1,0,0,0,0,0,52,0,0
2014-10-05,23,4,66,73.0,216,0,0,0,0,0,0,1,0,0,0,0,0,58,0,1
2014-10-06,0,0,127,77.0,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-06,1,2,127,80.0,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-06,2,1,125,82.0,214,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-06,3,0,124,77.0,214,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-06,4,2,124,116.0,214,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-06,5,2,122,121.0,214,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
2014-10-06,6,1,120,119.0,214,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0
2014-10-06,7,0,119,121.0,214,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0
2014-10-06,8,4,119,79.0,214,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0
2014-10-06,9,1,115,78.0,214,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0
2014-10-06,10,3,114,66.0,214,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0
2014-10-06,11,3,111,75.0,214,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0
2014-10-06,12,3,108,83.0,214,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0
2014-10-06,13,6,105,78.0,214,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0
2014-10-06,14,2,99,79.0,214,0,0,0,0,0,0,1,0,0,0,0,0,28,1,0
2014-10-06,15,1,97,82.0,214,0,0,0,0,0,0,1,0,0,0,0,0,30,1,0
2014-10-06,16,1,96,84.0,214,0,0,0,0,0,0,1,0,0,0,0,0,31,1,0
2014-10-06,17,4,95,84.0,214,0,0,0,0,0,0,1,0,0,0,0,0,32,1,0
2014-10-06,18,2,91,85.0,214,0,0,0,0,0,0,1,0,0,0,0,0,36,1,0
2014-10-06,19,12,89,87.0,214,0,0,0,0,0,0,1,0,0,0,0,0,38,1,0
2014-10-06,20,3,77,87.0,214,0,0,0,0,0,0,1,0,0,0,0,0,50,1,0
2014-10-06,21,10,74,84.0,214,0,0,0,0,0,0,1,0,0,0,0,0,53,0,0
2014-10-06,22,7,64,79.0,214,0,0,0,0,0,0,1,0,0,0,0,0,63,0,0
2014-10-06,23,16,57,84.0,214,0,0,0,0,0,0,1,0,0,0,0,0,70,0,1
2014-10-07,0,1,137,85.0,212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-07,1,0,136,82.0,212,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-07,2,0,136,85.0,212,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-07,3,0,136,82.0,212,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-07,4,2,136,86.0,212,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-07,5,1,134,85.0,212,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-07,6,0,133,84.0,212,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
2014-10-07,7,0,133,86.0,212,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
2014-10-07,8,1,133,84.0,212,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
2014-10-07,9,8,132,85.0,212,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0
2014-10-07,10,2,124,82.0,212,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0
2014-10-07,11,3,122,85.0,212,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0
2014-10-07,12,3,119,68.0,212,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0
2014-10-07,13,5,116,70.0,212,0,0,0,0,0,0,1,0,0,0,0,0,21,1,0
2014-10-07,14,0,111,68.0,212,0,0,0,0,0,0,1,0,0,0,0,0,26,1,0
2014-10-07,15,6,111,84.0,212,0,0,0,0,0,0,1,0,0,0,0,0,26,1,0
2014-10-07,16,4,105,69.0,212,0,0,0,0,0,0,1,0,0,0,0,0,32,1,0
2014-10-07,17,3,101,73.0,212,0,0,0,0,0,0,1,0,0,0,0,0,36,1,0
2014-10-07,18,13,98,69.0,212,0,0,0,0,0,0,1,0,0,0,0,0,39,1,0
2014-10-07,19,10,85,68.0,212,0,0,0,0,0,0,1,0,0,0,0,0,52,1,0
2014-10-07,20,11,75,73.0,212,0,0,0,0,0,0,1,0,0,0,0,0,62,1,0
2014-10-07,21,6,64,63.0,212,0,0,0,0,0,0,1,0,0,0,0,0,73,0,0
2014-10-07,22,0,58,68.0,212,0,0,0,0,0,0,1,0,0,0,0,0,79,0,0
2014-10-07,23,6,58,69.0,212,0,0,0,0,0,0,1,0,0,0,0,0,79,0,1
2014-10-08,0,1,117,69.0,230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-08,1,1,116,65.0,230,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-08,2,1,115,69.0,230,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-08,3,1,114,65.0,230,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-08,4,0,113,69.0,230,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
2014-10-08,5,1,113,69.0,230,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
2014-10-08,6,0,112,69.0,230,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
2014-10-08,7,3,112,68.0,230,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0
2014-10-08,8,7,109,68.0,230,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0
2014-10-08,9,6,102,71.0,230,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0
2014-10-08,10,0,96,69.0,230,0,0,0,0,0,0,1,0,0,0,0,0,21,1,0
2014-10-08,11,3,96,70.0,230,0,0,0,0,0,0,1,0,0,0,0,0,21,1,0
2014-10-08,12,10,93,69.0,230,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0
2014-10-08,13,11,83,56.0,230,0,0,0,0,0,0,1,0,0,0,0,0,34,1,0
2014-10-08,14,2,72,62.0,230,0,0,0,0,0,0,1,0,0,0,0,0,45,1,0
2014-10-08,15,4,70,76.0,230,0,0,0,0,0,0,1,0,0,0,0,0,47,1,0
2014-10-08,16,0,66,71.0,230,0,0,0,0,0,0,1,0,0,0,0,0,51,1,0
2014-10-08,17,8,66,66.0,230,0,0,0,0,0,0,1,0,0,0,0,0,51,1,0
2014-10-08,18,5,58,74.0,230,0,0,0,0,0,0,1,0,0,0,0,0,59,1,0
2014-10-08,19,10,53,64.0,230,0,0,0,0,0,0,1,0,0,0,0,0,64,1,0
2014-10-08,20,10,43,71.0,230,0,0,0,0,0,0,1,0,0,0,0,0,74,1,0
2014-10-08,21,7,33,73.0,230,0,0,0,0,0,0,1,0,0,0,0,0,84,0,0
2014-10-08,22,4,26,71.0,230,0,0,0,0,0,0,1,0,0,0,0,0,91,0,0
2014-10-08,23,5,22,72.0,230,0,0,0,0,0,0,1,0,0,0,0,0,95,0,1
2014-10-09,0,1,111,71.0,230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-09,1,0,110,68.0,230,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-09,2,1,110,70.0,230,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-09,3,1,109,72.0,230,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-09,4,1,108,76.0,230,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-09,5,3,107,102.0,230,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
2014-10-09,6,1,104,103.0,230,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0
2014-10-09,7,1,103,102.0,230,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0
2014-10-09,8,0,102,102.0,230,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0
2014-10-09,9,4,102,78.0,230,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0
2014-10-09,10,2,98,73.0,230,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0
2014-10-09,11,0,96,77.0,230,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0
2014-10-09,12,0,96,76.0,230,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0
2014-10-09,13,2,96,76.0,230,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0
2014-10-09,14,6,94,77.0,230,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0
2014-10-09,15,3,88,78.0,230,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0
2014-10-09,16,7,85,74.0,230,0,0,0,0,0,0,1,0,0,0,0,0,26,1,0
2014-10-09,17,3,78,78.0,230,0,0,0,0,0,0,1,0,0,0,0,0,33,1,0
2014-10-09,18,4,75,77.0,230,0,0,0,0,0,0,1,0,0,0,0,0,36,1,0
2014-10-09,19,5,71,78.0,230,0,0,0,0,0,0,1,0,0,0,0,0,40,1,0
2014-10-09,20,5,66,74.0,230,0,0,0,0,0,0,1,0,0,0,0,0,45,1,0
2014-10-09,21,6,61,78.0,230,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0
2014-10-09,22,5,55,77.0,230,0,0,0,0,0,0,1,0,0,0,0,0,56,0,0
2014-10-09,23,6,50,77.0,230,0,0,0,0,0,0,1,0,0,0,0,0,61,0,1
2014-10-10,0,0,101,74.0,236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-10,1,0,101,79.0,236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-10,2,0,101,75.0,236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-10,3,1,101,77.0,236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-10,4,0,100,75.0,236,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-10,5,0,100,78.0,236,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-10,6,1,100,77.0,236,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-10,7,0,99,78.0,236,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
2014-10-10,8,0,99,77.0,236,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
2014-10-10,9,8,99,75.0,236,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
2014-10-10,10,4,91,77.0,236,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0
2014-10-10,11,4,87,79.0,236,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0
2014-10-10,12,1,83,77.0,236,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0
2014-10-10,13,4,82,76.0,236,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0
2014-10-10,14,9,78,77.0,236,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0
2014-10-10,15,4,69,77.0,236,0,0,0,0,0,0,1,0,0,0,0,0,32,1,0
2014-10-10,16,1,65,76.0,236,0,0,0,0,0,0,1,0,0,0,0,0,36,1,0
2014-10-10,17,4,64,75.0,236,0,0,0,0,0,0,1,0,0,0,0,0,37,1,0
2014-10-10,18,7,60,75.0,236,0,0,0,0,0,0,1,0,0,0,0,0,41,1,0
2014-10-10,19,3,53,76.0,236,0,0,0,0,0,0,1,0,0,0,0,0,48,1,0
2014-10-10,20,2,50,75.0,236,0,0,0,0,0,0,1,0,0,0,0,0,51,1,0
2014-10-10,21,5,48,78.0,236,0,0,0,0,0,0,1,0,0,0,0,0,53,0,0
2014-10-10,22,0,43,77.0,236,0,0,0,0,0,0,1,0,0,0,0,0,58,0,0
2014-10-10,23,4,43,74.0,236,0,0,0,0,0,0,1,0,0,0,0,0,58,0,1
2014-10-11,0,1,92,73.0,258,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-11,1,1,91,74.0,258,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-11,2,1,90,78.0,258,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-11,3,0,89,73.0,258,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-11,4,0,89,74.0,258,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-11,5,2,89,74.0,258,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-11,6,2,87,74.0,258,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
2014-10-11,7,4,85,74.0,258,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0
2014-10-11,8,2,81,74.0,258,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0
2014-10-11,9,3,79,72.0,258,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0
2014-10-11,10,2,76,72.0,258,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0
2014-10-11,11,9,74,70.0,258,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0
2014-10-11,12,4,65,76.0,258,0,0,0,0,0,0,1,0,0,0,0,0,27,1,0
2014-10-11,13,3,61,76.0,258,0,0,0,0,0,0,1,0,0,0,0,0,31,1,0
2014-10-11,14,3,58,75.0,258,0,0,0,0,0,0,1,0,0,0,0,0,34,1,0
2014-10-11,15,7,55,77.0,258,0,0,0,0,0,0,1,0,0,0,0,0,37,1,0
2014-10-11,16,9,48,80.0,258,0,0,0,0,0,0,1,0,0,0,0,0,44,1,0
2014-10-11,17,8,39,78.0,258,0,0,0,0,0,0,1,0,0,0,0,0,53,1,0
2014-10-11,18,8,31,74.0,258,0,0,0,0,0,0,1,0,0,0,0,0,61,1,0
2014-10-11,19,1,23,73.0,258,0,0,0,0,0,0,1,0,0,0,0,0,69,1,0
2014-10-11,20,0,22,72.0,258,0,0,0,0,0,0,1,0,0,0,0,0,70,1,0
2014-10-11,21,1,22,75.0,258,0,0,0,0,0,0,1,0,0,0,0,0,70,0,0
2014-10-11,22,2,21,77.0,258,0,0,0,0,0,0,1,0,0,0,0,0,71,0,0
2014-10-11,23,1,19,81.0,258,0,0,0,0,0,0,1,0,0,0,0,0,73,0,1
2014-10-12,0,1,124,81.0,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-12,1,1,123,75.0,214,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-12,2,0,122,79.0,214,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-12,3,1,122,79.0,214,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-12,4,2,121,85.0,214,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-12,5,1,119,86.0,214,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
2014-10-12,6,1,118,86.0,214,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0
2014-10-12,7,1,117,86.0,214,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0
2014-10-12,8,5,116,85.0,214,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0
2014-10-12,9,5,111,77.0,214,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0
2014-10-12,10,2,106,81.0,214,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0
2014-10-12,11,4,104,80.0,214,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0
2014-10-12,12,7,100,78.0,214,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0
2014-10-12,13,4,93,80.0,214,0,0,0,0,0,0,1,0,0,0,0,0,31,1,0
2014-10-12,14,3,89,76.0,214,0,0,0,0,0,0,1,0,0,0,0,0,35,1,0
2014-10-12,15,4,86,77.0,214,0,0,0,0,0,0,1,0,0,0,0,0,38,1,0
2014-10-12,16,6,82,76.0,214,0,0,0,0,0,0,1,0,0,0,0,0,42,1,0
2014-10-12,17,5,76,74.0,214,0,0,0,0,0,0,1,0,0,0,0,0,48,1,0
2014-10-12,18,0,71,74.0,214,0,0,0,0,0,0,1,0,0,0,0,0,53,1,0
2014-10-12,19,5,71,79.0,214,0,0,0,0,0,0,1,0,0,0,0,0,53,1,0
2014-10-12,20,5,66,78.0,214,0,0,0,0,0,0,1,0,0,0,0,0,58,1,0
2014-10-12,21,3,61,79.0,214,0,0,0,0,0,0,1,0,0,0,0,0,63,0,0
2014-10-12,22,6,58,76.0,214,0,0,0,0,0,0,1,0,0,0,0,0,66,0,0
2014-10-12,23,5,52,76.0,214,0,0,0,0,0,0,1,0,0,0,0,0,72,0,1
2014-10-13,0,4,118,75.0,241,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2014-10-13,1,1,114,75.0,241,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0
2014-10-13,2,1,113,76.0,241,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0
2014-10-13,3,0,112,78.0,241,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0
2014-10-13,4,1,112,79.0,241,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0
2014-10-13,5,0,111,76.0,241,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0
2014-10-13,6,4,111,84.0,241,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0
2014-10-13,7,1,107,83.0,241,0,0,0,0,0,0,1,0,1,0,0,0,11,1,0
2014-10-13,8,1,106,82.0,241,0,0,0,0,0,0,1,0,1,0,0,0,12,1,0
2014-10-13,9,0,105,84.0,241,0,0,0,0,0,0,1,0,1,0,0,0,13,1,0
2014-10-13,10,9,105,78.0,241,0,0,0,0,0,0,1,0,1,0,0,0,13,1,0
2014-10-13,11,3,96,79.0,241,0,0,0,0,0,0,1,0,1,0,0,0,22,1,0
2014-10-13,12,5,93,81.0,241,0,0,0,0,0,0,1,0,1,0,0,0,25,1,0
2014-10-13,13,7,88,83.0,241,0,0,0,0,0,0,1,0,1,0,0,0,30,1,0
2014-10-13,14,0,81,79.0,241,0,0,0,0,0,0,1,0,1,0,0,0,37,1,0
2014-10-13,15,3,81,84.0,241,0,0,0,0,0,0,1,0,1,0,0,0,37,1,0
2014-10-13,16,0,78,82.0,241,0,0,0,0,0,0,1,0,1,0,0,0,40,1,0
2014-10-13,17,2,78,85.0,241,0,0,0,0,0,0,1,0,1,0,0,0,40,1,0
2014-10-13,18,1,76,86.0,241,0,0,0,0,0,0,1,0,1,0,0,0,42,1,0
2014-10-13,19,3,75,87.0,241,0,0,0,0,0,0,1,0,1,0,0,0,43,1,0
2014-10-13,20,5,72,90.0,241,0,0,0,0,0,0,1,0,1,0,0,0,46,1,0
2014-10-13,21,3,67,86.0,241,0,0,0,0,0,0,1,0,1,0,0,0,51,0,0
2014-10-13,22,3,64,85.0,241,0,0,0,0,0,0,1,0,1,0,0,0,54,0,0
2014-10-13,23,13,61,73.0,241,0,0,0,0,0,0,1,0,1,0,0,0,57,0,1
2014-10-14,0,0,117,71.0,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-14,1,1,117,70.0,240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-14,2,1,116,71.0,240,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-14,3,0,115,70.0,240,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-14,4,1,115,69.0,240,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-14,5,1,114,72.0,240,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-14,6,2,113,79.0,240,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
2014-10-14,7,0,111,75.0,240,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0
2014-10-14,8,6,111,81.0,240,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0
2014-10-14,9,3,105,80.0,240,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0
2014-10-14,10,0,102,77.0,240,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0
2014-10-14,11,3,102,76.0,240,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0
2014-10-14,12,1,99,78.0,240,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0
2014-10-14,13,3,98,76.0,240,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0
2014-10-14,14,3,95,76.0,240,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0
2014-10-14,15,0,92,76.0,240,0,0,0,0,0,0,1,0,0,0,0,0,25,1,0
2014-10-14,16,1,92,79.0,240,0,0,0,0,0,0,1,0,0,0,0,0,25,1,0
2014-10-14,17,3,91,78.0,240,0,0,0,0,0,0,1,0,0,0,0,0,26,1,0
2014-10-14,18,6,88,77.0,240,0,0,0,0,0,0,1,0,0,0,0,0,29,1,0
2014-10-14,19,5,82,77.0,240,0,0,0,0,0,0,1,0,0,0,0,0,35,1,0
2014-10-14,20,4,77,79.0,240,0,0,0,0,0,0,1,0,0,0,0,0,40,1,0
2014-10-14,21,2,73,77.0,240,0,0,0,0,0,0,1,0,0,0,0,0,44,0,0
2014-10-14,22,2,71,77.0,240,0,0,0,0,0,0,1,0,0,0,0,0,46,0,0
2014-10-14,23,3,69,80.0,240,0,0,0,0,0,0,1,0,0,0,0,0,48,0,1
2014-10-15,0,0,93,76.0,247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-15,1,1,93,75.0,247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-15,2,1,92,76.0,247,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-15,3,1,91,74.0,247,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-15,4,4,90,83.0,247,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
2014-10-15,5,3,86,79.0,247,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0
2014-10-15,6,5,83,82.0,247,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0
2014-10-15,7,1,78,75.0,247,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0
2014-10-15,8,2,77,76.0,247,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0
2014-10-15,9,2,75,74.0,247,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0
2014-10-15,10,7,73,64.0,247,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0
2014-10-15,11,3,66,76.0,247,0,0,0,0,0,0,1,0,0,0,0,0,27,1,0
2014-10-15,12,1,63,73.0,247,0,0,0,0,0,0,1,0,0,0,0,0,30,1,0
2014-10-15,13,3,62,71.0,247,0,0,0,0,0,0,1,0,0,0,0,0,31,1,0
2014-10-15,14,1,59,74.0,247,0,0,0,0,0,0,1,0,0,0,0,0,34,1,0
2014-10-15,15,6,58,73.0,247,0,0,0,0,0,0,1,0,0,0,0,0,35,1,0
2014-10-15,16,4,52,74.0,247,0,0,0,0,0,0,1,0,0,0,0,0,41,1,0
2014-10-15,17,3,48,79.0,247,0,0,0,0,0,0,1,0,0,0,0,0,45,1,0
2014-10-15,18,5,45,71.0,247,0,0,0,0,0,0,1,0,0,0,0,0,48,1,0
2014-10-15,19,7,40,77.0,247,0,0,0,0,0,0,1,0,0,0,0,0,53,1,0
2014-10-15,20,6,33,75.0,247,0,0,0,0,0,0,1,0,0,0,0,0,60,1,0
2014-10-15,21,5,27,76.0,247,0,0,0,0,0,0,1,0,0,0,0,0,66,0,0
2014-10-15,22,4,22,77.0,247,0,0,0,0,0,0,1,0,0,0,0,0,71,0,0
2014-10-15,23,3,18,73.0,247,0,0,0,0,0,0,1,0,0,0,0,0,75,0,1
2014-10-16,0,1,96,69.0,239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-16,1,4,95,72.0,239,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2014-10-16,2,0,91,69.0,239,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
2014-10-16,3,1,91,71.0,239,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
2014-10-16,4,0,90,69.0,239,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0
2014-10-16,5,0,90,70.0,239,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0
2014-10-16,6,1,90,67.0,239,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0
2014-10-16,7,1,89,72.0,239,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0
2014-10-16,8,1,88,66.0,239,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0
2014-10-16,9,3,87,70.0,239,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0
2014-10-16,10,2,84,69.0,239,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0
2014-10-16,11,3,82,74.0,239,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0
2014-10-16,12,5,79,74.0,239,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0
2014-10-16,13,4,74,70.0,239,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0
2014-10-16,14,1,70,74.0,239,0,0,0,0,0,0,1,0,0,0,0,0,26,1,0
2014-10-16,15,2,69,79.0,239,0,0,0,0,0,0,1,0,0,0,0,0,27,1,0
2014-10-16,16,2,67,60.0,239,0,0,0,0,0,0,1,0,0,0,0,0,29,1,0
2014-10-16,17,2,65,75.0,239,0,0,0,0,0,0,1,0,0,0,0,0,31,1,0
2014-10-16,18,1,63,71.0,239,0,0,0,0,0,0,1,0,0,0,0,0,33,1,0
2014-10-16,19,4,62,76.0,239,0,0,0,0,0,0,1,0,0,0,0,0,34,1,0
2014-10-16,20,4,58,70.0,239,0,0,0,0,0,0,1,0,0,0,0,0,38,1,0
2014-10-16,21,2,54,75.0,239,0,0,0,0,0,0,1,0,0,0,0,0,42,0,0
2014-10-16,22,3,52,76.0,239,0,0,0,0,0,0,1,0,0,0,0,0,44,0,0
2014-10-16,23,3,49,73.0,239,0,0,0,0,0,0,1,0,0,0,0,0,47,0,1
2014-10-17,0,2,107,77.0,236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-10-17,1,0,105,76.0,236,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-17,2,2,105,68.0,236,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2014-10-17,3,0,103,68.0,236,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
2014-10-17,4,1,103,67.0,236,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
2014-10-17,5,1,102,66.0,236,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
2014-10-17,6,2,101,73.0,236,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0
2014-10-17,7,3,99,73.0,236,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0
2014-10-17,8,1,96,75.0,236,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0
2014-10-17,9,4,95,79.0,236,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0
2014-10-17,10,3,91,76.0,236,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0
2014-10-17,11,4,88,74.0,236,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0
2014-10-17,12,2,84,75.0,236,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0
2014-10-17,13,4,82,78.0,236,0,0,0,0,0,0,1,0,0,0,0,0,25,1,0
