is_uk,text
0,speakes says he reagan misled public unwittingly washington march former white house spokesman larryspeakes said he and president reagan misled the publicunintentionally on the iran arms scandal because theythemselves were misled by others in a televised interview speakes was contrasting thedefensive muchcriticized efforts reagan made in earlyattempts to cool the scandal with the dynamic speech heexpected when the president addressed the nation tonight when we went into those press conferences and thatnationwide address in november right after the iran storybroke the president did not have the proper informationspeakes said and thats why we were misled and consequently thepresident and i misled the public to a certain extent we were badly served by the people that were involved inthe iranian crisis and running the show asked whom he meant speakes said former national securityadviser robert mcfarlane mcfarlane successor john poindexterand thennational security council aide oliver north speakes said those three had prepared a false chronology ofevents that misled us into thinking that we had all the facts mcfarlane has said that he north and poindexter haddoctored a white house chronology to obscure and minimizereagans role in the arms sales he said they did that as partof an effort to prepare the president for a november newsconference reuter
0,taiwan rejects textile makers exchange rate plea taipei march central bank governor chang chichengrejected a request by textile makers to halt the rise of thetaiwan dollar against the us dollar to stop them losingorders to south korea hong kong and singapore a spokesman forthe taiwan textile federation said he quoted chang as telling representatives of textileassociations last saturday the government could not fix thetaiwan dollar exchange rate at to one us dollar due tous pressure for an appreciation of the local currency the federation asked the government on february to holdthe exchange rate at that level the federation said in its request that many local textileexporters were operating without profit and would go out ofbusiness if the rate continued to fall reuter
0,us m money supply rises billion dlrs new york march us m money supply rose billiondlrs to a seasonally adjusted billion dlrs in thefebruary week the federal reserve said the previous weeks m level was revised to billiondlrs from billion dlrs while the fourweek movingaverage of m rose to billion dlrs from billion economists polled by reuters had forecast m in a rangefrom down mln dlrs to up billion dlrs the average forecast called for a billion dlr m rise reuter
1,sankei building issues equity warrant eurobond london april sankei building co ltd is issuing a mln dlr equity warrant eurobond due may paying anindicated coupon of pct and priced at par lead managernomura international ltd said the issue is guaranteed by sumitomo bank ltd and isavailable in denominations of dlrs the sellingconcession is pct while management and underwritingcombined pays pct the payment date is may and listingwill be in luxembourg final terms will be fixed on april the warrants areexercisable from may until april reuter
0,zimbabwe coffee output set to rise harare march zimbabwean coffee output will reach tonnes this year up on just over tonnes producedin the commercial coffee growers association said administrative executive robin taylor told the domesticnews agency ziana that zimbabwe earned the equivalent of mlnus dlrs from coffee exports last year he would not say howmuch the country would earn in taylor said the commercial coffee growers under hisassociation had increased production from tonnes in to more than tonnes in l reuter
1,kyushu electric power issues yen bonds london march kyushu electric power co inc is issuing a billion yen bonddue april carrying a coupon of pct and priced at pct said nomura securities co ltd as lead manager the securities are available in denominations of one mlnyen each and will be listed on the luxembourg stock exchangepayment date is april there is a pct selling concession and combinedmanagement and underwriting fees total pct reuter
1,colombia to sell sugar london traders say london march colombia is holding a snap selling tendertonight for one cargo of world market raw sugar traders said the sugar is for march april shipment and bids arebeing sought based on the new york may delivery futurescontract they added reuter
1,two hundred people rescued from sinking ferry brussels march about people were rescued somebadly hurt from a sinking cross channel ferry carryingapproximately people off the belgian port of zeebrugge aport control spokesman said the spokesman contacted by telephone said only one thirdof car ferry the herald of free enterprise owned by thebritish company townsend thoresen remained above water divers have been sent down to try to rescue passengersbelieved trapped in the ferry which was on its way fromzeebrugge to the english port of dover and capsized just offthe pier he added reuter
1,new safrica accord with banks brought compromise by marguerite nugent reuters london march a new agreement covering the repaymentof part of south africas foreign debt represents a compromisebetween that country and its commercial bank creditorsfollowing several weeks of intense and difficult negotiationssenior banking sources said in pretoria reserve bank governor gerhard de kock termedthe agreement a good deal for both south africa and the banks but as one senior banker noted it is probably the best wecould hope for we the banks wanted more money and they thesouth africans didnt want to pay the new agreement will extend for three years thestandstill arrangement that has been in place since august and which was due to expire on june depending on the maturity of the various debts banks willreceive on july repayments representing three pct of thearrears and the overdue debt covered by the standstill it also will require the repayment over the life of thestandstill of another pct of the overdue debt spread oversix month invervals and depending on the maturity of thevarious debts for a total of slightly more than billiondlrs last year south africa repaid about mln dlrs out of the billion dlrs covered by the standstill at the time bankershad argued unsuccessfully for a larger repayment given thecountrys trade surplus of billion dlrs bankers had hoped that this time they could secure an evenlarger repayment of around one billion dlrs although there hadbeen speculation that the standstill would be extended forthree years many did not believe that a long term pact wouldbe acceptable to us banks those banks have taken a hard linein the negotiations because of americas strong antiapartheidpolicies the agreement reached today differs very little from theone reached a little over a year ago however it does includeone moderation of an option contained in that pact whichintroduces yet another catchphrase into the jargon forreschedulings the new agreement contains an exit vehicle under whichbanks can convert their debt into year loans under theprevious agreement banks were only given options for three yearloans while the option may be unpalatable to the us banks itcould offer others a potential repayment of slightly more thanhalf their investment over the next seven years to convert the debts a bank would have to find a borrowerlooking for a loan with a year maturity and then negotiateindividually the interest rates to be charged the loans would not represent any new money and as the loanwould be the obligation of the new borrower there would be arepayment stream that could give the bank as much as pct offace value by year seven one banker said bankers suggested that depending on a banks political andeconomic forecasts for south africa if it decided to take theoption it may not have much difficulty finding such borrowersthey noted that south africas public investment commission isan active borrower in this area of the market todays agreement was reached between south africas chiefdebt negotiator chris stals who chairs its standstillcoordinating commmittee and representatives of the banks onthe commercial bank technical committee the bankers said that telexes will be sent today to thecountrys other bank creditors and that documentationcovering the proposal will be mailed out shortly because of the banks sensitivity to south africasapartheid regime the previous negotiations were conducted withfritz leutwiler the former head of the swiss national bankacting as mediator leutwiler was not involved with these talks and has notinvolved himself in the negotiations since last year thebankers said last time the banks sent their responses on the proposalto leutwiler who in turn notified the south africans this timethe procedure will be less structured and will be up to theindividual banks as to how they wish to handle it although talks had been held in recent weeks between thesouth africans and the banks the completion of the agreementon the repayments took many in the financial community bysurprise a review of south africas economy by the technicalcommittees economic subcommittee was to be held in februarywhile the talks for the rescheduling were due to start sometime this month or next month however the bankers said that because of all the publicitywhich surrounds south african debt negotiations the meetingswere kept secret reuter
0,the music shop signs stock option agreement nashville tenn march the music shop said it signed astock option agreement with the saxon co calling for it toreceive dlrs in return for mln shares and an optionfor saxon to buy additional common stock for up to dlrs the company also said it will hold a special shareholdersmeeting april to vote on a proposed onefor sharereverse split saxon is a venture capital firm from dallas the companysaid reuter
0,daiichi hotel swiss franc notes coupon cut zurich march the coupon on daiichi hotel ltds mlnswiss franc issue of fiveyear notes with equity warrants hasbeen cut to pct from the indicated pct leadmanager swiss volksbank said the warrants have an exercise price of yen per sharecompared with the last traded price of yen it said the notes are guarantees by longterm credit bank of japanltd payment is due on march reuter
1,major nations must act on currencies miyazawa tokyo march finance minister kiichi miyazawa said thetime has come for major industrialised nations to take actionon exchange rates in line with their agreement last month inparis in paris britain canada france japan the us and westgermany agreed to coooperate to hold currency rates aroundtheir then current levels miyazawa would not say what specific measures major nationswould take but told reporters the measures had been discussedin paris the dollar fell to a record low against the yen thismorning piercing the yen barrier reuter
0,dst systems inc dsts regular payout set kansas city mo march qtly div five cts vs five cts prior pay april record march reuter
0,canada december gdp up pct after novembers pct fall officialblah blah blah
0,ec appoints new trade chief brussels march the european community commission todayappointed its chief spokesman hugo paemen as its top officialin charge of multilateral trade negotiations a commissionspokesman said paemen a belgian official who had previously been chiefaide to former external affairs commissioner etienne davignonhas been in his post since january the spokesman said paemen will continue as chief spokesmanuntil the retirement on may of paul luyten who is now incharge of ec departments handling negotiations in the worldtrade body gatt the oecd and other forums reuter
0,arizona appetitios aapi to sell franchise phoenix ariz march arizona appetitos stores incsaid it has tentatively agreed to sell its franchise operationto privatelyheld appetitos inc under the agreement appetitos inc would acquire allarizona appetitos assets except for dlrs in cash andassume all liabilities for shares of arizonaappetitos stock and dlrs in a threeyear securedpromissory note after the transaction which is subject to shareholderapproval arizona appetitos said it proposes to seek to mergeor acquire an existing private company in the food sector reuter
0,willcox and gibbs inc wg th qtr net new york march shr cts vs cts net mln vs mln revs mln vs mln year shr dlrs vs dlrs net mln vs mln revs mln vs mln note net includes extraordinary gain of mln dlrsor cts per share in th qtr and mln or dlrs for theyear reuter
0,correction ashtontate item in torrance calif item ashtontate tate th qtr netplease read quarter average shares as mln not mln reuter
1,europe shipping exports to s africa off pct johannesburg march the volume of european exports tosouth africa carried by container line vessels has declined pct in the last two years british shipping executive antonybutterwick said butterwick told reporters that despite the drop and lowfreight rates the shipping conference he heads will increasethe frequency of sailings to south africa as a very strong actof faith and confidence in the countrys future he is chairman of the europe south and southeast africanconference lines and joint managing director of p and ocontainers ltd a statement issued by the conference here said frequency ofsouthern africaeurope container service sailings is beingincreased from nine to seven days this is the most positive development on the shipping frontbetween south africa and its main trading partners in europefor more than four years when the service last operatedweekly it said reuter
0,epitope epto to market aids test beaverton ore march epitope inc said it hasdeveloped a western blot aids test and it will begin worldwidemarketing efforts immediately reuter
1,firs slightly raises ec beet sugar output estimate paris march the french sugar market interventionboard firs raised its estimate of beet sugarproduction in the member european community to mlntonnes white equivalent in its endfebruary report from mln a month earlier its forecast for total ec sugar production including caneand molasses rose to mln tonnes from mlnportugal which joined the community in january wasestimated at mln tonnes white equivalent unchanged fromthe previous forecast and compared with mln tonnes for production for the current campaign in spain was higherthan reported last month at mln tonnes compared with tonnes beet sugar production expressed as white equivalent wasestimated at mln tonnes in france mln tonnes in westgermany mln in italy mln in britain mln inthe netherlands tonnes in belgiumluxembourg in denmark in greece in ireland and inportugal reuter
1,walt disney issues mln aus dlr eurobond london march walt disney co ltd is issuing a mlnaustralian dlr eurobond due may with a pctcoupon and priced at pct warburg securities said aslead manager the noncallable bonds will be issued in denominations of australian dlrs and will be listed in luxembourg gross fees of pct comprise one pct for selling and pct for management and underwriting combined reuter
0,hooper holmes sherlock inc hoop th qtr net basking ridge nj march shr cts vs cts net vs revs mln vs mln avg shrs vs mths shr cts vs cts net vs rwevs vs avg shares vs reuter
0,airgas aga chairman steps down wilmington del march airgas inc said chairman andchief executive officer c perkins resigned but agreed to serveas a consultant on acquisitions and foreign sales the company said perkins under a five year consultingcontract will work closely with his designated successorpresident peter mccausland mccausland is expected to beappointed chairman at a board meeting in may it added reuter
1,london sugar freights london april fixtures tbn mt bulk sugarfijiprai dlrs fio fiji sugar marketing tbn mt bulk sugar queenslandjapan dlrs fio csr enquiries antwerp ports greece mt bagged sugarindications in shipments of tonnes spreadfrom may to july ac unnamed charterer inchonindia mt bagged sugar ac kaines reunion ports portugal mt bulk sugar about dlrs ac french charterer reuter
1,kaines sells jordan two cargoes of white sugar london march trade house kaines said it sold jordantwo cargoes of white sugar at its buying tender today the sale comprised two to tonne cargoes plusor minus pct for marapr shipment a kaines trader said traders said the business was done at dlrs a tonnecost and freight reuter
0,chemlawn chem rejects wastes wmx offer columbus ohio march chemlawn corp said its boardrejected waste management incs dlrpershare tender offerand urged its shareholders not to tender their shares chemlawn said its board asked management and its financialadvisor smith barney harris upham and co inc to seek otherpurchasers of the company to maximize shareholder value chemlawn also said it adopted a shareholder rights plan orpoison pill during a intermin safeguard period its boardadopted to deter attempts to acquire the company through anymeans other than an allcash tender offer while it seeks otherpurchasers chemlawn also said it began litigation against wastemanagement in federal court in columbus seeking injunctive andother relief the suit alleges among other things that certain wastemanagement officers and directors purchased chemlawns stockbefore making the tender offer chemlawn claimed such purchasespossibly violated the officers fiduciary duties and thesecurities and exchange commissions insider trading rules last week waste management made a tender offer to acquirechemlawn for dlrs per share or mln dlrs chemlawn said its board was determined that wastes offerwas inadequate and not in the best interest of shareholdersand could adversely affect the interests of its employeessuppliers creditors and customers our board carefully reviewed waste management offer andconcluded that it does not fully reflect the value of thecompany we strongly urge our shareholders not to tender theirshares to waste management said chairman l jack van fossen chemlawn said its rights plan is designed to protectshareholders against abusive tactics such as marketaccumulations by waste management or others under the plan one comon stock purchase right will bedistributed as a dividend on each outstanding share of chemlawncommon chemlawn said its rights holders can buy a share of itscommon for one dlr if any entity acquires pct or more of itscommmon other than by an all cash tender offer for all itsshares or an approved acquisition agreement by its board it said the rights expire july three or days afterthey become exercisable if later than that date it said itsboard may redeem the rights for five cts per right any timeprior to their exercise date chemlawn said the plan will not be triggered by purchasespurusant to waste managements present tender offer it said the dividend will be paid to shareholders of recordmarch reuter
1,uk moves date forward on financial reciprocity london april britain will arm itself earlier thanhitherto planned with statutory powers to retaliate if decidednecessary against japanese banking and insurance companies ongrounds that similar uk based financial institutions do notenjoy the same market access in japan government sources said the provisions being brought forward under the newfinancial services act are reciprocity clauses to thepowers will allow britain to revoke or deny licences tojapanese banking and insurance businesses but will not affectlicensed dealers in securities the sources said the newsfollows a cabinet meeting during which ukjapanese tradeproblems were discussed the government decided on the steps at its cabinet meetingthis morning and aims to maintain pressure to ensure that ukfirms be allowed the same access to japanese markets asjapanese banking and insurance firms enjoy in londonsfinancial areas government sources said one source said we want reciprocity in those fields andwhat we are saying is that if not then we can pull the plugand stop you from having an unfair and uncompetitive advantage the provisions being brought forward under the financialservices act will take effect after easter or in around days the sources said more
0,five groups apply to buy french telephone group paris march five consortia have applied to buy thefrench stateowned telephone equipment manufacturer ciegenerale de constructions telephoniques cgct which willgive the owners control of pct of the french telephoneswitching market sources close to finance minister edouardballadur said the french government has given itself until the end ofapril to decide which applicant will be accepted they added while several foreign groups have said they want to gain afoothold in the french market their potential stake in cgct islimited to pct under privatisation laws passed last yearwith pct to be left in french hands the finance ministry sources gave no details of the groupsinterested in cgct but several have publicly announced theircandidacies us telecommunications giant american telephone andtelegraph co tn which has been at the centre of the twoyearbattle for cgct has teamed up with the dutchbased philipstelecommunications industrie bv a subsidiary of nv philipsgloeilampenfabriek pgloas and societe anonyme detelecommunications sat to present a joint bid inassociation with holding company cie du midi sa mcdpp andfive french investment funds a second bid has come from the west german electronicsgroup siemens ag siegf which hopes to take a pct stakein cgct with the french telecommunications jeumontschneidertaking the remaining pct swedens ab lm ericsson has also submitted a bid for themaximum pct permitted in association with french defenceelectronics group matra which would hold between and pct and construction group bouygues matra has already acquired cgcts private telephonebusinessreuter
0,central sprinkler corp cnsp st qtr jan net lansdale pa march shr cts vs cts shr diluted cts vs cts net vs sales mln vs mln avg shrs s vs avg shrs diluted vs reuter
0,stone container sto completes waiting period chicago march stone container corp said it andsouthwest forest industries inc swf completed all waitingperiod requirements under the hartscottrodino antitrustimprovements act of stone said it will proceed with its previously proposedacquisition of southwest reuter
1,bicc plc biccl year london march shr p vs p final div p making p vs p pretax profit mln stg vs mln attributable profit mln vs mln turnover billion stg vs billion more
1,tin pact special session this week routine london march a further special session of theinternational tin council itc held here tomorrow march will give member countries an update on the latest debate overthe hundreds of millions of sterling lost when its buffer stockprice support scheme failed in october delegates said but the itc quarterly session scheduled for april willbe important as the council will by then be wanting to decideon whether the current pact should be extended beyond june or just allowed to expire delegates said a two year extensionis possible reuter
0,five groups apply to buy french telephone group paris march five consortia have applied to buy thefrench stateowned telephone equipment manufacturer ciegenerale de constructions telephoniques cgct which willgive the owners control of pct of the french telephoneswitching market sources close to finance minister edouardballadur said the french government has given itself until the end ofapril to decide which applicant will be accepted they added while several foreign groups have said they want to gain afoothold in the french market their potential stake in cgct islimited to pct under privatisation laws passed last yearwith pct to be left in french hands the finance ministry sources gave no details of the groupsinterested in cgct but several have publicly announced theircandidacies us telecommunications giant american telephone andtelegraph co tn which has been at the centre of the twoyearbattle for cgct has teamed up with the dutchbased philipstelecommunications industrie bv a subsidiary of nv philipsgloeilampenfabriek pgloas and societe anonyme detelecommunications sat to present a joint bid inassociation with holding company cie du midi sa mcdpp andfive french investment funds a second bid has come from the west german electronicsgroup siemens ag siegf which hopes to take a pct stakein cgct with the french telecommunications jeumontschneidertaking the remaining pct swedens ab lm ericsson has also submitted a bid for themaximum pct permitted in association with french defenceelectronics group matra which would hold between and pct and construction group bouygues matra has already acquired cgcts private telephonebusinessreuter
0,weekly electric output up pct from washington march us power companies generated a net billion kilowatthours of electrical energy in the weekended feb up pct from billion a year earlier theedison electric institute eei said in its weekly report on electric output the electricutility trade association said electric output in the weekended feb was billion kilowatthours the eei said power production in the weeks ended feb was billion kilowatt hours up pct from theyearago period electric output so far this year was billionkilowatt hours up pct from billion last year theeei said reuter
1,waite kidnapped as spy tehran radio london march tehran radio said british church envoyterry waite missing in beirut since january had beenkidnapped as a spy by a lebanese group terry waite was taken hostage by an armed lebanese groupcalling itself the revolutionary justice organisation he hasbeen accused of espionage activities said the radio monitoredby the british broadcasting corporation reuter
1,french stock bill to be presented before june london march the french government will present toparliament a major bill within two months to overhaul the parisstock market economics and finance minister edouard balladursaid balladur told an economist conference that on the productside a series of new contracts including share options andforward contracts in european currency units ecus would beintroduced shortly for trading on the paris bourse the scope of the new bill however was to transform theorganisation of equity trading allowing participants both toperform a banking role and to trade in equities he said reuter
0,correction macandrews and forbes holdings in new york story headlined macandrews and forbes holdingsbids for revlon pls read in headline and first paragraphmacandrews and forbes considers bid for revlon and in firstparagraph macandrews and forbes holdings inc said it isconsidering making a proposal corrects from bids forrevlon in headline and will offerin first paragraph
0,dome petedmp said to be pressed to sell encor by larry welsh reuters toronto march dome petroleum ltd is under pressurefrom one of its largest creditors canadian imperial bank ofcommerce to sell its pct stake in encor energy corp ltdenergy industry analysts said dome has pledged its mln encor shares as security forpart of its debt to commerce bank estimated last year at mln canadian dlrs and the bank wants dome to sell the stock topay down debt analysts said the commerce has been slowly but surely moving encor in thedirection that might make it a saleable asset said one analystwho asked not to be named dome earlier said it was not considering selling encorenergy but reaffirmed the companys pct interest incanadian gold producer dome mines ltd dm is up for sale atthe right price dome now negotiating a plan to restructure more than billion dlrs in debt sees encor as a strategic investment thatit does not intend to sell spokesman david annesley said theencor shares do not pay dividends a commerce bank spokesman also declined comment when askedwhether it is pressing dome to sell its encor stake at current market prices domes stake in encor would bevalued at about mln dlrs while its mln dome minesshares would be worth about mln dlrs recent strength in the price of encor shares may alsoprompt commerce bank to press dome to divest its holding in thecanadian oil and gas producer analysts said encors stock price has improved quite substantially inrecent weeks with a runup in crude prices peters and co ltdoil analyst wilf gobert commented the possibility is that commerce bank would like to see itsold at these levels because they can get more for it now thanthey have been able to in recent years he added encor traded earlier on the toronto stock exchange at near its week high of and up from around sixdlrs in early february the company also recently set up its own operatingmanagement which was previously carried out by dome petroleummaison placements canada inc analyst denis mote commented dome and encor are actually going to get farther apart sothe sale does make a lot of sense mote said however analysts said dome will resist any moves to divestencor in favor of retaining the operating assets since saleproceeds would likely go directly to pay down domes debt tocommerce bank i think theyll probably try to hang onto encor as long asthey can said bache securities inc analyst doug weber some of domes group of major creditors might move toblock such a sale arguing they have a claim on company assets other creditors generally all want to make sure thatsomething they might be able to get a piece of is not beingsold out from under them said analyst gobert another stumbling block would be encors mln dlr jointliability in loans to dome petroleum advanced by arcticpetroleum corp of japan for beaufort sea exploration analysts said a similar hurdle could also hinder thepossible sale of dome petroleums interest in dome mines dome mines has guaranteed mln dlrs of dome petroleumsdebt and has a right of consent to the sale of dome petroleumsholding presumably a potential buyer of the dome mines shareswould seek some type of relief on the companys debtobligations connected with dome petroleum gobert said dome spokesman annesley earlier declined to specify at whatprice the company would consider selling its dome mines sharesbut said current prices of more than dlrs a share are veryattractive reuter
1,cereals mcas to be unchanged next week brussels march monetary compensatory amounts mcasfor cereals will be unchanged for the week starting march european commission officials said cereals mcas are plus points for west germany and thenetherlands minus two points for denmark minus eight pointsfor france minus nine points for ireland minus points foritaly minus points for britain minus points forgreece and minus points for spain reuter
0,baker intl bko hopes to complete merger houston march baker international corp treasurer ericmattson said the company hoped to iron out snags in a proposedmerger with hughes tool co ht but declined to say if or whatcompromises might be acceptable to it the proposed merger that would create a billion dlroilfield services company was thrown into limbo yesterday whenhughes management balking at the terms of a government consentdecree offered a counterproposal to baker earlier today hughes adjourned a shareholders meetingcalled to vote on the proposed merger until march and saidit hoped to resume negotitations with baker hughes chairman wa kistler told reporters that hughes didnot want to sign the department of justice consent decree untilafter bakers submersible pump and drilling bit operations weresold mattson told reuters that baker still believed a merger waspossible between the two giant oilfield service companies the companys position is we would like to see the mergerbe completed which is in the best interests of ourshareholders and their shareholders mattson said our goal is for a merger to occur because of thelitigation i cant go any further than that he said baker filed a lawsuit in texas state court late yesterdayto force hughes to abide by terms of the proposed consentdecree mattson also declined to comment on whether the directorsof baker and hughes have scheduled any meetings to discuss themerger reuter
0,corrected pegasus gold incpgulf th qtr net vancouver british columbia march shr profit cts vs loss two cts net profit vs loss revs vs year shr profit cts vs loss cts net profit vs loss revs mln vs mln note company corrects reporting period to th qtr and yearfrom rd qtr and nine mths reuter
1,tanzanian railways secure mln dlrs aid dar es salaam march staterun tanzania railwaycorporation trc has secured mln dlrs aid from banks andeuropean countries for a oneyear emergency repair programtransport minister mustafa nyanganyi said nyanganyi told reuters on his return from a world banksponsored donors conference in new york that the aid wouldenable trc to buy spares for locomotives overhaul wagons and replace sleepers over the next months the world bank african development bank europeancommunity canada belgium west germany britain swedenitaly and denmark had contributed to the package he said trc runs a rail network linking dar es salaam and thenorthern port of tanga with the coffeegrowing area aroundmount kilimanjaro and ports on lake victoria and laketanganyika it is under separate administration from thetanzaniazambia railway linking dar es salaam with the zambiancopperbelt and the railway system of southern africa which hasalready received substantial aid as part of internationalefforts to ease the dependence of landlocked african states ontrade routes through south africa but this is the first international aid package for trcwhich also carries cargo for uganda zaire and burundi reuter
0,bangor hydro bang seeks rate cut bangor maine march bangor hydroelectric cor said ithas filed with the maine public utilities commission mpuc fora twostage base rate reduction bangor hydro said the first stage which could take effecton april and would stay effective until the mpuc makes afinal decision on the filing could cut revenues by mlndlrs or pct the company said lower federal income taxes and lowercapital costs prompted the filing the second stage bangor hydro said effective when thempuc makes a final decision calls for an additional revenuereduction of dlrs or pct bangor hydro said if approved the cuts would reduceresidential base rates by pct with pct cut by april the utility company also said it is seeking to increase itsfuel cost adjustment rate by april bangor said if the increase is approved it could offsetmuch of the base rate cut and may cause a net increase in somecustomers rates reuter
1,usda comments on export sales report washington march corn sales of tonnes inthe week ended march were the highest level sincemidnovember the us agriculture department said the department said the ussr dominated the weeks activitywith purchases of mln tonnes which were earlier reportedunder the daily reporting system other large increaes wereposted for japan and unknown destinations it said taiwan purchased tonnes for the season and tonnes for the season it said wheat sales of tonnes for the current season and tonnes for the season were down about onethirdfrom the preceding week and the fourweek average wheat sales to china of tonnes were switched from to the season it noted soybean sales of tonnes were pct above the priorweek and twothirds above the fourweek average japan the netherlands mexico and portugal were the mainbuyers the department said soybean cake and meal sales of tonnes weretwothirds above the previous week and the largest of themarketing year with venezuela the dominant purchaser sales activity in soybean oil resulted in decreases of tonnes as reductions for unknown destinations more thanoffset increases for canada the dominican republic and panamathe department said cotton sales of running bales bales forthe current year and bales for the season were off pct from the previous week and pct from thefourweek average turkey thailand south korea and canada were the majorbuyers for the current season while thailand britain andjapan were the major purchasers from the upcoming season thedepartment said sorghum sales of tonnes were twothirds above theprior week and pct over the fourweek average venezuela was the leading buyer it said sales of tonnes of barley were times the previousweek and pct greater than the fourweek average israelcyprus and saudi arabia were the main buyers it said reuter
1,bank of tokyo issues convertible eurobond london april the bank of tokyo ltd is issuing a mln dlr convertible eurobond due march paying anindicated coupon of two pct and priced at par lead managerbank of tokyo international ltd said the coupon will be fixed on april while the conversionprice and foreign exchange rate will be set on april theselling concession is pct while management andunderwriting each pay pct the issue is available in denominations of dlrs andis convertible from may until march thepayment date is april and there will be a short first couponperiod reuter
0,italian government resigns rome march italian prime minister bettino craxi andhis fiveparty coalition government have resigned officialssaid a statement from the quirinal presidential palace said headof state francesco cossiga had reserved his decision on whetherto accept the resignation normal procedure when a governmentstands down the statement said cossiga had asked craxi who has beenprime minister for a postwar record of threeandahalf yearsto continue to handle current government business reuter
0,amvestors financial corp avfc th qtr net topeka kansas march oper shr profit cts vs loss cts oper net profit vs loss revs mln vs mln year oper shr profit cts vs loss cts oper net profit vs loss revs mln vs mln note th qtr and yr oper net excludes dlrs and dlrs or cts per share respectively for realizedinvestment gains qtr and yr oper net also excludes dlrs and dlrs respectively for tax loss carryforwards th qtr and yr oper net excludes realized investmentgains of dlrs or cts per share and dlrs or cts per share respectively th qtr oper net also excludes a loss of dlrsfor carryforward reuter
1,new currency problem seen among us europe japan by eric hall reuters tokyo march the highly visible drama involving theyens sharp rise against the us dollar is obscuring the factthat the japanese currency has hardly budged against majoreuropean currencies thus creating a new set of exchange ratedistortions japanese and european research officials said the officials looking beneath the rhetoric of statementsby the group of five g industrial nations told reuters thecurrency movements of the past two years are also creating afundamentally new world trade picture which is throwing up newtrade tensions and imbalances trade figures show that the new currency alignments arealready changing the japanus trade axis into a japaneuropean community ec axis to the discomfort of europe in many ways not least in terms of rare internationalcooperation the september new york plaza pact betweenthe us japan west germany britain and france to cut downthe value of the dollar was a historic one but it is the underlying peaks and troughs of the majorcurrency movements which lay bare the real picture in whichthe plaza pact appears as an event of prime importance but notnecessarily central significance the officials said the officials said that when the plaza agreement tookplace the dollar was already on its way down the agreementsimply helped it on its way senior ec financial expert intokyo tomas de hora has watched the movements closely you have to look at the dollars peak compared with nowand that was well before plaza he said on february the dollar peaked against the yen at yen on september the friday before plaza it was since then despite massive bank of japan intervention andperiodic market frights about further g concerted action thedollar trend has been down down down yet the ecu is now around yen the historical crossrates for sterling and the mark tell much the same story theeuropean currencies are moving back up against the yen the close relationship between exchange rates and tradeflows makes it difficult to see which is driving which butundoubtedly the trade equation between the big three ischanging in japanese imports and exports with the ecboth grew by around pct in dollar terms five pct in yenthis gave japan a billion dlr trade surplus last january japanese exports to the ec totalled half ofof sales to the us against about a third in recent years trade with the us in rose pct for exports and pct for imports in dollar terms but fell pct for exportsand pct for imports in yen terms the basic meaning for europe is that japanese firms have atremendous interest in exporting to europe where every unitsold maximises profits in yen terms which is what is importantto them suddenly instead of the us it is europe that islaying the golden egg said de hora the ec is worried ec business also had a remarkable yearin japanese sales but this can be explained partly due to itsstart from a small base compared with total japanus trade the japanese think ec firms are now more competitive thanus firms a factor which is aggravating the exchange rateimbalance and which will cause problems this currency alignment between japan and the ec isreflecting the excellent performance of the ec countries buttherefore japanese goods may keep their price competitiveedge said azusa hayashi director of the first internationaleconomic affairs division of the foreign ministry if you wantmy objective view i dont expect a drastic improvement in ourtrade imbalance last year we asked for moderation in exportsand this year we may have to do so again he said reuter
1,cereals mcas to be unchanged next week brussels march monetary compensatory amounts mcasfor cereals will be unchanged for the week starting march european commission officials said cereals mcas are plus points for west germany and thenetherlands minus two points for denmark minus eight pointsfor france minus nine points for ireland minus points foritaly minus points for britain minus points forgreece and minus points for spain reuter
1,bat industries plc btil year london march shr p vs p div p vs p making p vs p turnover billion stg vs billion operating profit billion vs billion pretax profit billion vs billion tax mln vs mln note the company said shareholders would be given theoption of receiving dividend in cash ordinary shares orcombination of the two operating profit includes commercial activities billion vs mln financial services mln vs mln share of associated companies mln vs mln investment income mln vs mln interest paid mln vs mln minorities mln vs mln extraordinary credit mln vs mln debit transfer to revaluation reserve mln vs mln profit attributable mln vs mln required inflation retention mln vs mln trading profit billion vs billion trading profit includes tobacco mln vs mln retailing mln vs mln paper mln vs mln financial services mln vs mln reuter
0,canadian home shopping sales above expectations toronto march canadian home shopping network ltdsaid sales of dlrs from the first six weeks ofoperation by its cable television shop at home service wereabove the companys expectations by a significant margin the company said it signed up members during theperiod and the average purchase per member in february was dlrs subscriber penetration rose to mln households from mln households it said the company began broadcasting its service to more than cablesystems across canada on january reuter
0,distributed logic corp dlog st qtr loss anaheim calif march qtr ended jan shr loss nine cts vs profit cts net loss vs profit revs vs reuter
