"hotel";"date";"price"
"Courtyard";"2019-07-26";90
"Courtyard";"2019-07-27";150
"Courtyard";"2019-07-28";180
"Courtyard";"2019-07-29";130
"Courtyard";"2019-07-30";140
"Courtyard";"2019-07-31";150
"Courtyard";"2019-08-01";95
"Courtyard";"2019-08-02";105
"Courtyard";"2019-08-03";145
"Courtyard";"2019-08-04";105
"Courtyard";"2019-08-05";170
"Courtyard";"2019-08-06";140
"Courtyard";"2019-08-07";110
"Courtyard";"2019-08-08";85
"Courtyard";"2019-08-09";140
"Courtyard";"2019-08-10";120
"Courtyard";"2019-08-11";80
"Courtyard";"2019-08-13";130
"Hampton";"2017-01-09";109
"Hampton";"2017-01-14";105
"Hampton";"2017-01-16";105
"Hampton";"2017-01-19";119
"Hampton";"2017-01-20";125
"Hampton";"2017-01-24";145
"Hampton";"2017-01-25";179
"Hampton";"2017-01-26";119
"Hampton";"2017-01-27";125
"Hampton";"2017-01-28";105
"Hampton";"2017-01-29";105
"Hampton";"2017-01-30";105
"Hampton";"2017-01-31";109
"Hampton";"2017-02-01";139
"Hampton";"2017-02-02";165
"Hampton";"2017-02-03";109
"Hampton";"2017-02-04";109
"Hampton";"2017-02-05";119
"Hampton";"2017-02-06";125
"Hampton";"2017-02-10";139
"Hampton";"2017-02-11";129
"Hampton";"2017-02-13";109
"Hampton";"2017-02-14";135
"Hampton";"2017-02-15";135
"Hampton";"2017-02-16";135
"Hampton";"2017-02-17";175
"Hampton";"2017-02-18";129
"Hampton";"2017-02-19";129
"Hampton";"2017-02-20";145
"Hampton";"2017-02-21";129
"Hampton";"2017-02-22";165
"Hampton";"2017-02-24";135
"Hampton";"2017-02-25";135
"Hampton";"2017-02-26";129
"Hampton";"2017-02-27";135
"Hampton";"2017-02-28";119
"Hampton";"2017-02-28";119
"Hampton";"2017-03-01";119
"Hampton";"2017-03-02";119
"Hampton";"2017-03-03";115
"Hampton";"2017-03-04";105
"Hampton";"2017-03-05";105
"Hampton";"2017-03-06";105
"Hampton";"2017-03-08";129
"Hampton";"2017-03-10";109
"Hampton";"2017-03-11";89
"Hampton";"2017-03-12";99
"Hampton";"2017-03-13";115
"Hampton";"2017-03-14";119
"Hampton";"2017-03-15";135
"Hampton";"2017-03-16";145
"Hampton";"2017-03-17";119
"Hampton";"2017-03-18";99
"Hampton";"2017-03-19";105
"Hampton";"2017-03-20";105
"Hampton";"2017-03-21";145
"Hampton";"2017-03-22";145
"Hampton";"2017-03-23";109
"Hampton";"2017-03-24";99
"Hampton";"2017-03-25";89
"Hampton";"2017-03-26";99
"Hampton";"2017-03-27";99
"Hampton";"2017-03-28";99
"Hampton";"2017-03-29";99
"Hampton";"2017-03-30";119
"Hampton";"2017-03-31";115
"Hampton";"2017-04-01";99
"Hampton";"2017-04-02";115
"Hampton";"2017-04-03";105
"Hampton";"2017-04-04";109
"Hampton";"2017-04-05";135
"Hampton";"2017-04-06";119
"Hampton";"2017-04-07";129
"Hampton";"2017-04-08";115
"Hampton";"2017-04-09";115
"Hampton";"2017-04-10";129
"Hampton";"2017-04-11";119
"Hampton";"2017-04-12";89
"Hampton";"2017-04-13";89
"Hampton";"2017-04-14";89
"Hampton";"2017-04-15";89
"Hampton";"2017-04-16";89
"Hampton";"2017-04-17";89
"Hampton";"2017-04-18";89
"Hampton";"2017-04-19";89
"Hampton";"2017-04-20";89
"Hampton";"2017-04-22";89
"Hampton";"2017-04-23";99
"Hampton";"2017-04-25";149
"Hampton";"2017-04-26";139
"Hampton";"2017-04-27";119
"Hampton";"2017-04-28";89
"Hampton";"2017-05-04";89
"Hampton";"2017-05-05";149
"Hampton";"2017-05-06";89
"Hampton";"2017-05-07";99
"Hampton";"2017-05-08";109
"Hampton";"2017-05-14";169
"Hampton";"2017-05-18";139
"Hampton";"2017-05-20";129
"Hampton";"2017-05-23";195
"Hampton";"2017-06-08";159
"Hampton";"2017-06-08";159
"Hampton";"2017-06-09";109
"Hampton";"2017-06-09";109
"Hampton";"2017-06-10";109
"Hampton";"2017-06-10";109
"Hampton";"2017-06-11";109
"Hampton";"2017-06-12";139
"Hampton";"2017-06-13";165
"Hampton";"2017-06-14";185
"Hampton";"2017-06-15";139
"Hampton";"2017-06-16";169
"Hampton";"2017-06-17";109
"Hampton";"2017-06-18";119
"Hampton";"2017-06-19";139
"Hampton";"2017-06-20";155
"Hampton";"2017-06-21";155
"Hampton";"2017-06-22";119
"Hampton";"2017-06-23";116
"Hampton";"2017-06-24";116
"Hampton";"2017-06-25";98
"Hampton";"2017-06-26";125
"Hampton";"2017-06-27";175
"Hampton";"2017-06-29";195
"Hampton";"2017-06-30";139
"Hampton";"2017-07-02";116
"Hampton";"2017-07-03";159
"Hampton";"2017-07-04";179
"Hampton";"2017-07-05";195
"Hampton";"2017-07-06";125
"Hampton";"2017-07-07";169
"Hampton";"2017-07-08";134
"Hampton";"2017-07-10";169
"Hampton";"2017-07-11";179
"Hampton";"2017-07-13";125
"Hampton";"2017-07-14";116
"Hampton";"2017-07-15";129
"Hampton";"2017-07-16";107
"Hampton";"2017-07-17";109
"Hampton";"2017-07-18";125
"Hampton";"2017-07-19";195
"Hampton";"2017-07-20";140
"Hampton";"2017-07-21";134
"Hampton";"2017-07-23";107
"Hampton";"2017-07-24";139
"Hampton";"2017-07-25";139
"Hampton";"2017-07-26";155
"Hampton";"2017-07-27";139
"Hampton";"2017-07-28";129
"Hampton";"2017-07-29";129
"Hampton";"2017-07-30";149
"Hampton";"2017-07-31";139
"Hampton";"2017-08-01";139
"Hampton";"2017-08-02";139
"Hampton";"2017-08-03";119
"Hampton";"2017-08-04";109
"Hampton";"2017-08-06";109
"Hampton";"2017-08-07";109
"Hampton";"2017-08-08";119
"Hampton";"2017-08-09";139
"Hampton";"2017-08-10";119
"Hampton";"2017-08-11";109
"Hampton";"2017-08-12";129
"Hampton";"2017-08-13";109
"Hampton";"2017-08-14";115
"Hampton";"2017-08-15";109
"Hampton";"2017-08-16";149
"Hampton";"2017-08-17";119
"Hampton";"2017-08-18";105
"Hampton";"2017-08-19";105
"Hampton";"2017-08-20";105
"Hampton";"2017-08-21";115
"Hampton";"2017-08-22";119
"Hampton";"2017-08-23";129
"Hampton";"2017-08-25";115
"Hampton";"2017-08-26";139
"Hampton";"2017-08-27";105
"Hampton";"2017-08-28";99
"Hampton";"2017-08-29";109
"Hampton";"2017-08-30";119
"Hampton";"2017-08-31";179
"Hampton";"2017-09-01";109
"Hampton";"2017-09-02";129
"Hampton";"2017-09-03";129
"Hampton";"2017-09-04";139
"Hampton";"2017-09-05";169
"Hampton";"2017-09-07";165
"Hampton";"2017-09-08";159
"Hampton";"2017-09-09";159
"Hampton";"2017-09-10";129
"Hampton";"2017-09-11";179
"Hampton";"2017-09-12";205
"Hampton";"2017-09-13";245
"Hampton";"2017-09-14";225
"Hampton";"2017-09-15";189
"Hampton";"2017-09-16";129
"Hampton";"2017-09-17";149
"Hampton";"2017-09-18";189
"Hampton";"2017-09-19";179
"Hampton";"2017-09-20";165
"Hampton";"2017-09-21";179
"Hampton";"2017-09-22";189
"Hampton";"2017-09-23";129
"Hampton";"2017-09-24";129
"Hampton";"2017-09-25";189
"Hampton";"2017-09-26";155
"Hampton";"2017-09-27";179
"Hampton";"2017-09-28";165
"Hampton";"2017-09-29";189
"Hampton";"2017-09-30";169
"Hampton";"2017-10-01";149
"Hampton";"2017-10-02";189
"Hampton";"2017-10-03";189
"Hampton";"2017-10-04";189
"Hampton";"2017-10-05";225
"Hampton";"2017-10-07";209
"Hampton";"2017-10-08";199
"Hampton";"2017-10-09";239
"Hampton";"2017-10-10";179
"Hampton";"2017-10-11";249
"Hampton";"2017-10-12";139
"Hampton";"2017-10-13";169
"Hampton";"2017-10-14";169
"Hampton";"2017-10-15";129
"Hampton";"2017-10-16";115
"Hampton";"2017-10-20";179
"Hampton";"2017-10-28";99
"Hampton";"2017-10-29";99
"Hampton";"2017-10-30";115
"Hampton";"2017-10-31";129
"Hampton";"2017-11-01";119
"Hampton";"2017-11-02";119
"Hampton";"2017-11-03";109
"Hampton";"2017-11-04";99
"Hampton";"2017-11-05";115
"Hampton";"2017-11-06";129
"Hampton";"2017-11-07";129
"Hampton";"2017-11-08";129
"Hampton";"2017-11-09";109
"Hampton";"2017-11-10";99
"Hampton";"2017-11-11";99
"Hampton";"2017-11-12";105
"Hampton";"2017-11-13";105
"Hampton";"2017-11-14";109
"Hampton";"2017-11-15";119
"Hampton";"2017-11-16";119
"Hampton";"2017-11-17";99
"Hampton";"2017-11-18";99
"Hampton";"2017-11-19";89
"Hampton";"2017-11-20";99
"Hampton";"2017-11-21";119
"Hampton";"2017-11-22";109
"Hampton";"2017-11-23";99
"Hampton";"2017-11-24";99
"Hampton";"2017-11-25";89
"Hampton";"2017-11-26";89
"Hampton";"2017-11-27";115
"Hampton";"2017-11-28";99
"Hampton";"2017-11-29";109
"Hampton";"2017-11-30";109
"Hampton";"2017-12-01";89
"Hampton";"2017-12-02";89
"Hampton";"2017-12-03";89
"Hampton";"2017-12-04";99
"Hampton";"2017-12-05";89
"Hampton";"2017-12-07";99
"Hampton";"2017-12-08";95
"Hampton";"2017-12-09";95
"Hampton";"2017-12-10";89
"Hampton";"2017-12-11";105
"Hampton";"2017-12-12";105
"Hampton";"2017-12-13";109
"Hampton";"2017-12-14";129
"Hampton";"2017-12-15";149
"Hampton";"2017-12-16";139
"Hampton";"2017-12-17";105
"Hampton";"2017-12-18";105
"Hampton";"2017-12-19";119
"Hampton";"2017-12-20";105
"Hampton";"2017-12-21";129
"Hampton";"2017-12-22";129
"Hampton";"2017-12-23";105
"Hampton";"2017-12-24";95
"Hampton";"2017-12-25";89
"Hampton";"2017-12-26";99
"Hampton";"2017-12-27";99
"Hampton";"2017-12-28";99
"Hampton";"2017-12-29";99
"Hampton";"2017-12-30";99
"Hampton";"2017-12-31";95
"Hampton";"2018-01-01";95
"Hampton";"2018-01-02";115
"Hampton";"2018-01-03";109
"Hampton";"2018-01-04";95
"Hampton";"2018-01-05";105
"Hampton";"2018-01-06";95
"Hampton";"2018-01-07";115
"Hampton";"2018-01-08";135
"Hampton";"2018-01-09";139
"Hampton";"2018-01-13";95
"Hampton";"2018-01-14";95
"Hampton";"2018-01-15";95
"Hampton";"2018-01-16";109
"Hampton";"2018-01-17";109
"Hampton";"2018-01-18";89
"Hampton";"2018-01-19";89
"Hampton";"2018-01-20";89
"Hampton";"2018-01-22";89
"Hampton";"2018-01-23";89
"Hampton";"2018-01-24";89
"Hampton";"2018-01-25";129
"Hampton";"2018-01-26";105
"Hampton";"2018-01-27";89
"Hampton";"2018-01-29";95
"Hampton";"2018-01-30";109
"Hampton";"2018-01-31";129
"Hampton";"2018-02-01";139
"Hampton";"2018-02-02";129
"Hampton";"2018-02-03";115
"Hampton";"2018-02-05";115
"Hampton";"2018-02-06";119
"Hampton";"2018-02-07";139
"Hampton";"2018-02-08";129
"Hampton";"2018-02-10";159
"Hampton";"2018-02-11";115
"Hampton";"2018-02-12";125
"Hampton";"2018-02-13";139
"Hampton";"2018-02-14";119
"Hampton";"2018-02-17";189
"Hampton";"2018-02-18";115
"Hampton";"2018-02-19";129
"Hampton";"2018-02-20";129
"Hampton";"2018-02-21";139
"Hampton";"2018-02-22";119
"Hampton";"2018-02-23";129
"Hampton";"2018-02-24";125
"Hampton";"2018-02-25";115
"Hampton";"2018-02-28";169
"Hampton";"2018-03-01";169
"Hampton";"2018-03-02";169
"Hampton";"2018-03-03";159
"Hampton";"2018-03-04";125
"Hampton";"2018-03-05";125
"Hampton";"2018-03-06";179
"Hampton";"2018-03-07";149
"Hampton";"2018-03-08";129
"Hampton";"2018-03-09";145
"Hampton";"2018-03-10";125
"Hampton";"2018-03-11";109
"Hampton";"2018-03-12";125
"Hampton";"2018-03-13";129
"Hampton";"2018-03-15";195
"Hampton";"2018-03-16";125
"Hampton";"2018-03-18";125
"Hampton";"2018-03-20";145
"Hampton";"2018-03-22";119
"Hampton";"2018-03-23";125
"Hampton";"2018-03-24";149
"Hampton";"2018-03-25";139
"Hampton";"2018-03-26";139
"Hampton";"2018-03-27";129
"Hampton";"2018-03-28";119
"Hampton";"2018-03-29";129
"Hampton";"2018-03-30";115
"Hampton";"2018-03-31";109
"Hampton";"2018-04-01";99
"Hampton";"2018-04-03";119
"Hampton";"2018-04-04";119
"Hampton";"2018-04-05";119
"Hampton";"2018-04-10";109
"Hampton";"2018-04-11";119
"Hampton";"2018-04-12";99
"Hampton";"2018-04-13";99
"Hampton";"2018-04-14";89
"Hampton";"2018-04-15";99
"Hampton";"2018-04-16";129
"Hampton";"2018-04-17";139
"Hampton";"2018-04-18";149
"Hampton";"2018-04-19";139
"Hampton";"2018-04-20";109
"Hampton";"2018-04-21";109
"Hampton";"2018-04-22";109
"Hampton";"2018-04-23";129
"Hampton";"2018-04-24";185
"Hampton";"2018-04-26";119
"Hampton";"2018-04-27";139
"Hampton";"2018-04-29";119
"Hampton";"2018-04-30";179
"Hampton";"2018-05-01";129
"Hampton";"2018-05-02";129
"Hampton";"2018-05-03";119
"Hampton";"2018-05-04";119
"Hampton";"2018-05-05";119
"Hampton";"2018-05-06";109
"Hampton";"2018-05-07";119
"Hampton";"2018-05-08";119
"Hampton";"2018-05-09";149
"Hampton";"2018-05-10";115
"Hampton";"2018-05-11";109
"Hampton";"2018-05-12";129
"Hampton";"2018-05-13";119
"Hampton";"2018-05-14";119
"Hampton";"2018-05-15";209
"Hampton";"2018-05-16";229
"Hampton";"2018-05-17";139
"Hampton";"2018-05-18";119
"Hampton";"2018-05-19";139
"Hampton";"2018-05-20";109
"Hampton";"2018-05-21";159
"Hampton";"2018-05-22";175
"Hampton";"2018-05-23";249
"Hampton";"2018-05-24";165
"Hampton";"2018-05-25";199
"Hampton";"2018-05-26";189
"Hampton";"2018-05-28";129
"Hampton";"2018-05-29";129
"Hampton";"2018-05-30";159
"Hampton";"2018-05-31";109
"Hampton";"2018-06-01";129
"Hampton";"2018-06-02";129
"Hampton";"2018-06-03";129
"Hampton";"2018-06-04";159
"Hampton";"2018-06-05";189
"Hampton";"2018-06-06";165
"Hampton";"2018-06-07";149
"Hampton";"2018-06-08";159
"Hampton";"2018-06-09";149
"Hampton";"2018-06-10";149
"Hampton";"2018-06-11";179
"Hampton";"2018-06-14";189
"Hampton";"2018-06-15";179
"Hampton";"2018-06-16";139
"Hampton";"2018-06-17";159
"Hampton";"2018-06-18";159
"Hampton";"2018-06-19";189
"Hampton";"2018-06-20";189
"Hampton";"2018-06-21";159
"Hampton";"2018-06-22";179
"Hampton";"2018-06-23";179
"Hampton";"2018-06-24";139
"Hampton";"2018-06-25";179
"Hampton";"2018-06-26";249
"Hampton";"2018-06-27";159
"Hampton";"2018-06-28";185
"Hampton";"2018-06-29";139
"Hampton";"2018-06-30";199
"Hampton";"2018-07-01";159
"Hampton";"2018-07-02";139
"Hampton";"2018-07-03";249
"Hampton";"2018-07-04";249
"Hampton";"2018-07-05";159
"Hampton";"2018-07-06";179
"Hampton";"2018-07-07";139
"Hampton";"2018-07-08";129
"Hampton";"2018-07-09";189
"Hampton";"2018-07-10";209
"Hampton";"2018-07-11";165
"Hampton";"2018-07-12";149
"Hampton";"2018-07-13";139
"Hampton";"2018-07-14";159
"Hampton";"2018-07-15";119
"Hampton";"2018-07-16";159
"Hampton";"2018-07-17";165
"Hampton";"2018-07-18";149
"Hampton";"2018-07-19";119
"Hampton";"2018-07-20";159
"Hampton";"2018-07-21";139
"Hampton";"2018-07-22";139
"Hampton";"2018-07-23";139
"Hampton";"2018-07-24";189
"Hampton";"2018-07-25";149
"Hampton";"2018-07-26";129
"Hampton";"2018-07-27";107
"Hampton";"2018-07-28";139
"Hampton";"2018-07-29";139
"Hampton";"2018-07-30";139
"Hampton";"2018-07-31";139
"Hampton";"2018-08-01";139
"Hampton";"2018-08-02";139
"Hampton";"2018-08-03";139
"Hampton";"2018-08-04";119
"Hampton";"2018-08-05";119
"Hampton";"2018-08-06";119
"Hampton";"2018-08-07";119
"Hampton";"2018-08-08";119
"Hampton";"2018-08-09";119
"Hampton";"2018-08-10";139
"Hampton";"2018-08-11";139
"Hampton";"2018-08-12";124
"Hampton";"2018-08-13";124
"Hampton";"2018-08-14";129
"Hampton";"2018-08-15";149
"Hampton";"2018-08-16";109
"Hampton";"2018-08-17";125
"Hampton";"2018-08-18";125
"Hampton";"2018-08-19";115
"Hampton";"2018-08-20";125
"Hampton";"2018-08-21";129
"Hampton";"2018-08-22";185
"Hampton";"2018-08-23";99
"Hampton";"2018-08-24";125
"Hampton";"2018-08-25";119
"Hampton";"2018-08-26";109
"Hampton";"2018-08-27";119
"Hampton";"2018-08-28";139
"Hampton";"2018-08-30";185
"Hampton";"2018-08-31";125
"Hampton";"2018-09-01";139
"Hampton";"2018-09-02";139
"Hampton";"2018-09-03";159
"Hampton";"2018-09-04";149
"Hampton";"2018-09-05";169
"Hampton";"2018-09-06";149
"Hampton";"2018-09-07";159
"Hampton";"2018-09-08";159
"Hampton";"2018-09-09";119
"Hampton";"2018-09-10";179
"Hampton";"2018-09-12";185
"Hampton";"2018-09-13";169
"Hampton";"2018-09-14";179
"Hampton";"2018-09-15";159
"Hampton";"2018-09-16";159
"Hampton";"2018-09-17";179
"Hampton";"2018-09-18";185
"Hampton";"2018-09-19";229
"Hampton";"2018-09-20";165
"Hampton";"2018-09-21";139
"Hampton";"2018-09-22";139
"Hampton";"2018-09-23";139
"Hampton";"2018-09-24";159
"Hampton";"2018-09-25";149
"Hampton";"2018-09-26";185
"Hampton";"2018-09-27";169
"Hampton";"2018-09-28";169
"Hampton";"2018-09-29";119
"Hampton";"2018-09-30";119
"Hampton";"2018-10-01";179
"Hampton";"2018-10-02";169
"Hampton";"2018-10-03";169
"Hampton";"2018-10-04";129
"Hampton";"2018-10-05";159
"Hampton";"2018-10-06";179
"Hampton";"2018-10-07";139
"Hampton";"2018-10-08";159
"Hampton";"2018-10-09";229
"Hampton";"2018-10-10";229
"Hampton";"2018-10-11";169
"Hampton";"2018-10-12";179
"Hampton";"2018-10-13";119
"Hampton";"2018-10-14";139
"Hampton";"2018-10-15";159
"Hampton";"2018-10-16";256
"Hampton";"2018-10-17";170
"Hampton";"2018-10-18";170
"Hampton";"2018-10-19";143
"Hampton";"2018-10-20";123
"Hampton";"2018-10-21";118
"Hampton";"2018-10-22";143
"Hampton";"2018-10-23";128
"Hampton";"2018-10-24";153
"Hampton";"2018-10-25";123
"Hampton";"2018-10-26";119
"Hampton";"2018-10-27";119
"Hampton";"2018-10-28";95
"Hampton";"2018-10-29";123
"Hampton";"2018-10-30";118
"Hampton";"2018-10-31";123
"Hampton";"2018-11-01";123
"Hampton";"2018-11-02";123
"Hampton";"2018-11-03";123
"Hampton";"2018-11-04";123
"Hampton";"2018-11-05";123
"Hampton";"2018-11-06";143
"Hampton";"2018-11-07";112
"Hampton";"2018-11-08";123
"Hampton";"2018-11-09";123
"Hampton";"2018-11-11";123
"Hampton";"2018-11-13";153
"Hampton";"2018-11-14";143
"Hampton";"2018-11-15";123
"Hampton";"2018-11-16";123
"Hampton";"2018-11-17";123
"Hampton";"2018-11-18";123
"Hampton";"2018-11-19";123
"Hampton";"2018-11-20";112
"Hampton";"2018-11-21";133
"Hampton";"2018-11-22";118
"Hampton";"2018-11-23";111
"Hampton";"2018-11-24";92
"Hampton";"2018-11-25";111
"Hampton";"2018-11-26";102
"Hampton";"2018-11-27";123
"Hampton";"2018-11-28";143
"Hampton";"2018-11-29";123
"Hampton";"2018-11-30";123
"Hampton";"2018-12-01";118
"Hampton";"2018-12-02";99
"Hampton";"2018-12-03";118
"Hampton";"2018-12-04";118
"Hampton";"2018-12-05";184
"Hampton";"2018-12-06";118
"Hampton";"2018-12-07";129
"Hampton";"2018-12-08";118
"Hampton";"2018-12-09";118
"Hampton";"2018-12-10";118
"Hampton";"2018-12-11";164
"Hampton";"2018-12-12";118
"Hampton";"2018-12-13";118
"Hampton";"2018-12-14";118
"Hampton";"2018-12-15";118
"Hampton";"2018-12-16";149
"Hampton";"2018-12-17";118
"Hampton";"2018-12-18";99
"Hampton";"2018-12-19";123
"Hampton";"2018-12-20";153
"Hampton";"2018-12-21";245
"Hampton";"2018-12-22";169
"Hampton";"2018-12-23";99
"Hampton";"2018-12-24";108
"Hampton";"2018-12-25";99
"Hampton";"2018-12-26";112
"Hampton";"2018-12-27";123
"Hampton";"2018-12-28";133
"Hampton";"2018-12-29";149
"Hampton";"2018-12-30";118
"Hampton";"2018-12-31";89
"Hampton";"2019-01-01";107
"Hampton";"2019-01-02";119
"Hampton";"2019-01-03";107
"Hampton";"2019-01-04";119
"Hampton";"2019-01-05";107
"Hampton";"2019-01-06";119
"Hampton";"2019-01-07";119
"Hampton";"2019-01-08";99
"Hampton";"2019-01-09";119
"Hampton";"2019-01-10";129
"Hampton";"2019-01-11";99
"Hampton";"2019-01-12";89
"Hampton";"2019-01-13";119
"Hampton";"2019-01-14";119
"Hampton";"2019-01-15";119
"Hampton";"2019-01-16";159
"Hampton";"2019-01-17";107
"Hampton";"2019-01-18";107
"Hampton";"2019-01-19";107
"Hampton";"2019-01-20";119
"Hampton";"2019-01-21";119
"Hampton";"2019-01-22";89
"Hampton";"2019-01-23";119
"Hampton";"2019-01-24";119
"Hampton";"2019-01-25";99
"Hampton";"2019-01-26";107
"Hampton";"2019-01-27";107
"Hampton";"2019-01-28";119
"Hampton";"2019-01-29";107
"Hampton";"2019-01-30";99
"Hampton";"2019-01-31";169
"Hampton";"2019-02-01";89
"Hampton";"2019-02-02";119
"Hampton";"2019-02-03";119
"Hampton";"2019-02-04";99
"Hampton";"2019-02-05";119
"Hampton";"2019-02-07";109
"Hampton";"2019-02-08";129
"Hampton";"2019-02-09";149
"Hampton";"2019-02-10";149
"Hampton";"2019-02-12";119
"Hampton";"2019-02-13";169
"Hampton";"2019-02-14";119
"Hampton";"2019-02-15";139
"Hampton";"2019-02-16";99
"Hampton";"2019-02-17";119
"Hampton";"2019-02-18";129
"Hampton";"2019-02-19";99
"Hampton";"2019-02-20";169
"Hampton";"2019-02-21";119
"Hampton";"2019-02-22";119
"Hampton";"2019-02-23";119
"Hampton";"2019-02-24";119
"Hampton";"2019-02-25";119
"Hampton";"2019-02-26";149
"Hampton";"2019-02-27";199
"Hampton";"2019-02-28";119
"Hampton";"2019-03-01";109
"Hampton";"2019-03-02";119
"Hampton";"2019-03-03";119
"Hampton";"2019-03-04";149
"Hampton";"2019-03-05";129
"Hampton";"2019-03-06";129
"Hampton";"2019-03-07";109
"Hampton";"2019-03-08";129
"Hampton";"2019-03-09";119
"Hampton";"2019-03-12";145
"Hampton";"2019-03-13";159
"Hampton";"2019-03-15";175
"Hampton";"2019-03-16";129
"Hampton";"2019-03-17";129
"Hampton";"2019-03-18";129
"Hampton";"2019-03-19";179
"Hampton";"2019-03-20";179
"Hampton";"2019-03-21";229
"Hampton";"2019-03-22";129
"Hampton";"2019-03-23";109
"Hampton";"2019-03-24";109
"Hampton";"2019-03-25";159
"Hampton";"2019-03-26";139
"Hampton";"2019-03-27";199
"Hampton";"2019-03-28";129
"Hampton";"2019-03-29";109
"Hampton";"2019-03-30";99
"Hampton";"2019-03-31";119
"Hampton";"2019-04-01";119
"Hampton";"2019-04-02";159
"Hampton";"2019-04-03";139
"Hampton";"2019-04-04";109
"Hampton";"2019-04-05";109
"Hampton";"2019-04-06";99
"Hampton";"2019-04-07";99
"Hampton";"2019-04-08";99
"Hampton";"2019-04-09";109
"Hampton";"2019-04-10";129
"Hampton";"2019-04-11";159
"Hampton";"2019-04-12";109
"Hampton";"2019-04-13";149
"Hampton";"2019-04-14";119
"Hampton";"2019-04-15";119
"Hampton";"2019-04-16";109
"Hampton";"2019-04-17";109
"Hampton";"2019-04-18";109
"Hampton";"2019-04-19";109
"Hampton";"2019-04-20";99
"Hampton";"2019-04-21";99
"Hampton";"2019-04-22";99
"Hampton";"2019-04-23";99
"Hampton";"2019-04-24";139
"Hampton";"2019-04-25";99
"Hampton";"2019-04-26";99
"Hampton";"2019-04-27";95
"Hampton";"2019-04-28";115
"Hampton";"2019-04-29";119
"Hampton";"2019-04-30";135
"Hampton";"2019-05-01";175
"Hampton";"2019-05-02";135
"Hampton";"2019-05-03";135
"Hampton";"2019-05-04";99
"Hampton";"2019-05-05";119
"Hampton";"2019-05-06";99
"Hampton";"2019-05-07";125
"Hampton";"2019-05-08";125
"Hampton";"2019-05-09";125
"Hampton";"2019-05-10";135
"Hampton";"2019-05-11";125
"Hampton";"2019-05-12";215
"Hampton";"2019-05-14";215
"Hampton";"2019-05-15";175
"Hampton";"2019-05-16";149
"Hampton";"2019-05-17";125
"Hampton";"2019-05-18";125
"Hampton";"2019-05-19";109
"Hampton";"2019-05-20";135
"Hampton";"2019-05-21";245
"Hampton";"2019-05-22";165
"Hampton";"2019-05-23";155
"Hampton";"2019-05-24";125
"Hampton";"2019-05-25";125
"Hampton";"2019-05-26";129
"Hampton";"2019-05-27";135
"Hampton";"2019-05-28";135
"Hampton";"2019-05-29";155
"Hampton";"2019-05-30";135
"Hampton";"2019-05-31";155
"Hampton";"2019-06-01";155
"Hampton";"2019-06-02";135
"Hampton";"2019-06-03";145
"Hampton";"2019-06-04";265
"Hampton";"2019-06-05";245
"Hampton";"2019-06-06";155
"Hampton";"2019-06-07";135
"Hampton";"2019-06-08";145
"Hampton";"2019-06-09";119
"Hampton";"2019-06-12";175
"Hampton";"2019-06-13";155
"Hampton";"2019-06-14";125
"Hampton";"2019-06-15";129
"Hampton";"2019-06-16";169
"Hampton";"2019-06-17";135
"Hampton";"2019-06-18";175
"Hampton";"2019-06-20";175
"Hampton";"2019-06-21";205
"Hampton";"2019-06-22";165
"Hampton";"2019-06-23";129
"Hampton";"2019-06-24";225
"Hampton";"2019-06-25";215
"Hampton";"2019-06-26";175
"Hampton";"2019-06-27";175
"Hampton";"2019-06-28";175
"Hampton";"2019-06-29";205
"Hampton";"2019-06-30";149
"Hampton";"2019-07-01";155
"Hampton";"2019-07-02";195
"Hampton";"2019-07-03";215
"Hampton";"2019-07-04";135
"Hampton";"2019-07-05";155
"Hampton";"2019-07-06";225
"Hampton";"2019-07-07";125
"Hampton";"2019-07-08";165
"Hampton";"2019-07-09";175
"Hampton";"2019-07-10";155
"Hampton";"2019-07-11";135
"Hampton";"2019-07-12";129
"Hampton";"2019-07-13";119
"Hampton";"2019-07-14";125
"Hampton";"2019-07-15";145
"Hampton";"2019-07-16";135
"Hampton";"2019-07-17";145
"Hampton";"2019-07-18";119
"Hampton";"2019-07-19";135
"Hampton";"2019-07-20";119
"Hampton";"2019-07-21";119
"Hampton";"2019-07-22";119
"Hampton";"2019-07-23";101
"Hampton";"2019-07-24";119
"Hampton";"2019-07-25";149
"Hampton";"2019-07-26";155
"Hampton";"2019-07-27";155
"Hampton";"2019-07-28";125
"Hampton";"2019-07-29";165
"Hampton";"2019-07-30";155
"Hampton";"2019-07-31";155
"Hampton";"2019-08-01";199
"Hampton";"2019-08-02";159
"Hampton";"2019-08-03";169
"Hampton";"2019-08-04";129
"Hampton";"2019-08-05";169
"Hampton";"2019-08-06";199
"Hampton";"2019-08-07";109
"Hampton";"2019-08-08";125
"Hampton";"2019-08-09";139
"Hampton";"2019-08-10";125
"Hampton";"2019-08-11";99
"Hampton";"2019-08-13";159
"HbH Waterloo";"2017-11-08";249
"HbH Waterloo";"2017-11-09";179
"HbH Waterloo";"2017-11-10";139
"HbH Waterloo";"2017-11-12";139
"HbH Waterloo";"2017-11-13";179
"HbH Waterloo";"2017-11-15";339
"HbH Waterloo";"2017-11-16";169
"HbH Waterloo";"2017-11-18";199
"HbH Waterloo";"2017-11-19";139
"HbH Waterloo";"2017-11-20";159
